State_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,White,Black,Native_American,Asian,Hispanic,ALE,All_Death,Unhealthy_Days,Major_Depression,Recent_Drug_Use,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Brst_Cancer,Col_Cancer,CHD,Lung_Cancer,MVA,Stroke,Suicide,Injury,,
13,Thomas,Georgia,GA,44692,82,7553,11799,26636,5318,26994,17072,89,223,804,73,462,6,1194,1023,16670,35039,12469,0,9966,4514,11486,7732,68915,32446,12201,40938,5363,10860,,
13,Tift,Georgia,GA,40793,154,7384,11708,24353,4202,28637,11340,82,571,4120,75,395,7,966,866,13584,32553,12360,11748,7139,3957,12034,8199,71918,23130,8567,29738,4895,8526,,
13,Toombs,Georgia,GA,27274,74,5755,7855,16010,3000,20128,6846,55,164,3000,73,301,6,430,373,7637,22665,6764,0,8073,3655,4555,5291,28229,21574,9900,25228,2782,5973,,
13,Towns,Georgia,GA,10315,62,1248,1929,5642,2465,10109,124,21,41,144,77,80,6,70,55,0,0,0,0,0,485,2723,1661,13028,4910,2011,5353,1723,2146,,
13,Treutlen,Georgia,GA,6753,34,1486,1790,4011,844,4525,2188,0,34,108,74,73,6,27,24,1877,0,0,0,1276,756,0,1087,8077,4241,2289,5146,0,1405,,
13,Troup,Georgia,GA,62015,150,9426,17426,37271,6202,40620,20341,62,620,1426,73,692,5,2246,1968,16806,48868,14387,0,14387,6139,16310,14512,115286,37395,12465,54263,8186,12403,,
13,Turner,Georgia,GA,9474,33,2103,2785,5448,1071,5514,3884,19,47,303,74,109,0,52,46,0,0,0,0,0,0,0,1459,23249,6404,2757,8233,0,1715,,
13,Twiggs,Georgia,GA,10299,29,1699,2606,6416,1143,5973,4264,10,21,144,74,118,0,64,55,0,0,0,0,0,0,2338,2863,23945,7889,4758,7910,1895,2142,,
13,Union,Georgia,GA,19782,61,2532,3897,11414,4016,19386,237,40,59,198,77,165,6,254,199,3838,0,5242,0,3066,1761,4253,3956,30899,11751,4570,11355,2473,4372,,
13,Upson,Georgia,GA,27679,85,4539,7086,16857,3238,19403,7972,83,111,471,74,315,0,463,391,0,25492,0,0,0,0,5453,6449,47137,16275,5979,36259,5287,6671,,
13,Walker,Georgia,GA,63890,143,9008,15397,39740,7795,60440,2619,128,256,831,74,695,6,2508,2066,19550,53093,16611,17953,19486,5239,18017,12970,172886,58970,11053,46640,6581,16356,,
13,Walton,Georgia,GA,75647,230,8019,20652,47052,7035,63165,10969,227,756,1891,76,718,7,3372,2871,19971,58097,20425,19744,19593,4539,18080,12330,178830,43043,19290,59912,8170,16037,,
13,Ware,Georgia,GA,34492,38,6519,9002,20212,4518,24696,9416,69,172,931,74,356,8,713,604,12486,24524,11624,12038,8761,4518,7278,5070,64155,21971,7968,25283,5174,9623,,
13,Warren,Georgia,GA,6101,21,1226,1605,3545,811,2501,3569,12,12,67,73,65,0,22,19,0,0,0,0,0,0,1794,1452,6150,4149,1806,3118,0,1470,,
13,Washington,Georgia,GA,20118,30,3923,5372,12031,2334,9274,10723,40,60,141,73,206,5,241,208,0,0,0,0,0,2575,4647,4506,32611,12614,6719,14867,2454,4607,,
13,Wayne,Georgia,GA,28390,44,4968,7438,17744,2867,22258,5735,57,170,1249,74,307,6,483,404,9056,24841,8176,0,7807,2129,4173,6899,62117,17062,8403,36651,3322,8403,,
13,Webster,Georgia,GA,2289,11,394,561,1392,286,1211,1076,0,0,98,74,23,0,3,3,0,0,0,0,0,0,0,847,3534,868,0,1696,0,0,,
13,Wheeler,Georgia,GA,6706,23,1609,1402,4620,563,4386,2253,47,7,308,73,63,4,29,25,0,5459,1864,0,1321,597,0,1301,9751,3628,1945,4869,0,2568,,
13,White,Georgia,GA,24055,100,2838,5677,14794,3247,22973,529,72,265,577,76,210,6,358,295,6615,0,3753,0,5605,1612,6399,4450,43467,13302,5244,17608,4354,4691,,
13,Whitfield,Georgia,GA,90889,313,10998,27448,53988,8453,84799,3545,454,1272,25358,75,904,7,4681,4023,29812,70257,22359,25722,29084,7271,20814,15542,152421,66894,18632,66622,11088,22813,,
13,Wilcox,Georgia,GA,8721,23,1936,1945,5564,1029,5529,3166,9,17,131,73,86,6,48,39,0,7770,0,0,0,977,0,1622,16404,5486,1579,5529,0,1648,,
13,Wilkes,Georgia,GA,10457,22,1767,2468,6180,1527,5940,4413,21,42,261,72,109,0,68,55,0,0,0,0,0,962,3691,2405,20496,7320,3796,8334,1255,3555,,
13,Wilkinson,Georgia,GA,10143,23,1542,2708,6055,1237,5964,4128,20,10,172,74,110,0,61,52,0,0,0,0,0,517,2718,2059,23684,7049,4727,8074,2069,2931,,
13,Worth,Georgia,GA,21996,39,3827,5961,13132,2530,15199,6577,66,66,264,74,213,8,287,245,7523,18543,7237,0,5741,3695,5609,4333,45862,13462,6709,14165,2464,5653,,
15,Hawaii,Hawaii,HI,167293,42,21915,44667,100376,18904,60058,1171,836,60225,10707,77,1260,5,14113,18272,33793,126975,32789,39983,35299,11376,36135,27603,218819,68925,33124,128481,22585,44667,,
15,Honolulu,Hawaii,HI,905266,1509,95053,222695,555833,106821,207306,27158,2716,498802,42548,81,5693,4,423945,525090,172001,697960,161137,216359,162948,62463,155706,154800,889876,302359,75137,493370,86000,178337,,
15,Kalawao,Hawaii,HI,111,8,0,2,91,13,46,0,0,62,6,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
15,Kauai,Hawaii,HI,62640,101,6577,16224,37584,7329,21235,251,251,27436,3570,80,414,5,1999,2474,10837,48233,10899,16412,12966,4385,12716,12152,79803,21799,5951,31132,7016,12152,,
15,Maui,Hawaii,HI,139884,121,14268,35111,88826,13569,53576,839,699,56653,8113,80,904,5,10059,12248,27837,104913,24759,29935,29096,8253,25599,20703,149116,57073,20423,72460,15247,22661,,
16,Ada,Idaho,ID,344727,327,32060,91697,220625,27923,326112,2758,2413,7239,18271,79,2586,6,75233,50437,53433,265440,63774,74461,62396,17581,82045,53088,453661,168572,43091,183050,51020,64464,,
16,Adams,Idaho,ID,3591,3,478,729,2198,589,3505,4,54,14,75,77,29,5,9,6,819,2858,869,0,596,183,0,0,7049,1612,1451,1487,0,959,,
16,Bannock,Idaho,ID,78155,70,10551,22743,47206,7112,73075,547,2423,1016,4064,77,708,6,3748,2771,13677,62524,18523,17272,14068,5471,25166,9613,144509,30559,16100,58851,11645,20320,,
16,Bear Lake,Idaho,ID,6176,6,692,1742,3452,834,6102,19,37,12,142,78,54,7,24,17,1606,4898,1525,1717,1124,438,0,1315,9709,1896,1933,4187,2452,1433,,
16,Benewah,Idaho,ID,9218,12,1189,2286,5448,1291,8315,18,737,18,184,75,89,7,55,35,2286,7522,2609,2830,2563,553,0,1853,16482,5697,3991,7006,1917,2470,,
16,Bingham,Idaho,ID,43739,21,5642,14303,24931,3893,39846,131,3062,262,6080,77,360,6,1121,844,10016,34291,11285,10104,7261,3587,6998,6955,69851,13253,11153,19989,8354,12684,,
16,Blaine,Idaho,ID,21166,8,1333,4889,14351,1757,20573,106,85,212,3196,81,130,5,297,182,2371,14668,2053,4297,2942,402,5461,2371,21822,7980,6286,6477,3852,3641,,
16,Boise,Idaho,ID,7535,4,754,1771,4890,799,7354,8,68,23,271,81,49,6,38,24,1575,0,1288,0,1439,414,0,0,10489,4205,2389,1831,0,2713,,
16,Bonner,Idaho,ID,40908,24,5482,9204,26017,5073,39681,82,409,164,736,77,347,6,1119,713,8263,31336,7813,11782,9082,2291,11086,10309,61812,21027,9900,39517,7486,9204,,
16,Bonneville,Idaho,ID,91856,49,10655,27832,54562,8267,88733,643,643,827,7440,78,778,6,5091,3663,16902,74495,19382,19657,14238,6522,17361,13870,146510,28292,20025,55205,11574,34354,,
16,Boundary,Idaho,ID,10619,8,1465,2782,6393,1285,10205,21,265,74,350,77,90,6,72,48,2251,8155,2124,1943,2379,520,3324,0,14867,6223,3387,5915,2506,4354,,
16,Butte,Idaho,ID,2808,1,393,783,1561,404,2755,11,17,6,135,77,26,6,5,3,750,0,680,0,719,289,0,0,3965,1028,1654,2089,0,921,,
16,Camas,Idaho,ID,1050,1,78,228,693,112,1032,11,1,2,62,81,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
16,Canyon,Idaho,ID,164593,279,22220,50365,97604,13990,157680,988,1481,1646,32589,78,1275,6,16270,11648,37363,132168,39338,35552,32919,12344,30450,24689,240800,72915,29627,104846,19751,29298,,
16,Caribou,Idaho,ID,7131,4,713,2004,4115,870,7074,0,21,14,271,77,57,6,32,22,1747,5598,1604,1569,1269,692,1826,0,9841,1690,1590,4899,1683,2047,,
16,Cassia,Idaho,ID,21324,8,3113,6909,11664,2303,20812,64,192,85,4457,77,170,6,267,197,5246,16206,4585,4499,3732,1407,4777,4670,35526,7122,7613,14394,3966,8124,,
16,Clark,Idaho,ID,943,1,152,292,519,116,920,1,10,4,372,77,10,0,1,0,0,0,0,0,0,0,0,0,2082,0,0,0,0,0,,
16,Clearwater,Idaho,ID,8373,3,1072,1649,5149,1415,8063,25,151,33,142,79,73,7,48,29,1783,6481,1884,2956,2026,712,2370,0,12945,3969,3023,6238,1088,3140,,
16,Custer,Idaho,ID,4077,1,489,868,2548,579,4024,0,29,0,212,81,32,6,11,7,718,3009,1003,0,864,241,0,0,6046,1639,0,2817,0,1195,,
16,Elmore,Idaho,ID,28634,9,3350,8275,18011,2062,26171,1002,286,573,3637,77,251,7,503,354,6242,23222,7645,8332,6844,1289,8819,4581,48993,16808,9335,20989,3637,4896,,
16,Franklin,Idaho,ID,12371,19,1200,4219,6804,1151,12260,12,62,25,829,78,102,5,88,67,2449,10243,2190,2264,1138,656,3909,1522,21822,1819,3476,7880,0,2548,,
16,Fremont,Idaho,ID,12242,7,1616,3844,6831,1371,11997,24,73,61,1506,78,100,7,89,64,2950,10026,2424,3624,2044,943,3036,1236,23162,3354,4101,11140,1726,3220,,
16,Gem,Idaho,ID,16273,29,1920,4182,9503,2132,15850,16,163,65,1139,77,143,6,170,113,3808,12595,4231,4882,4101,1399,4019,3889,23498,8299,3775,11456,2229,4117,,
16,Gooding,Idaho,ID,14461,20,1692,4165,8156,1735,14172,43,130,43,2892,78,119,6,129,87,4295,11872,3760,4613,3254,1244,3456,1750,25075,6695,5148,10990,2025,3514,,
16,Idaho,Idaho,ID,15697,2,2355,3485,9418,2433,14928,16,502,63,267,77,125,5,166,107,4128,11898,3155,4536,2857,769,3579,2920,24064,6765,5604,10533,3014,4835,,
16,Jefferson,Idaho,ID,21580,20,2374,7100,12473,1726,21105,86,151,129,2093,78,181,5,271,211,5179,17437,5395,5201,2331,1619,5632,3820,36168,6021,6668,13833,3323,3798,,
16,Jerome,Idaho,ID,19638,33,2533,5990,11370,1964,19127,98,177,79,4576,78,164,7,232,163,5361,15396,4379,4576,4929,1512,4045,3378,33208,9544,6638,11999,3417,5322,,
16,Kootenai,Idaho,ID,127668,103,13277,32683,78388,14426,123072,383,1660,766,3702,78,989,6,10475,6954,23108,100858,26683,29108,26683,7915,32811,25661,180395,66898,18767,91666,21576,27576,,
16,Latah,Idaho,ID,34714,32,4860,8262,23050,2812,32666,278,312,903,937,79,250,5,801,679,4686,26938,5728,6804,4964,1389,10796,4409,45336,13191,6943,20169,3749,8158,,
16,Lemhi,Idaho,ID,7909,2,1060,1772,4714,1234,7775,8,47,8,221,77,71,7,42,26,1645,5813,1787,1882,1993,514,2286,1859,12156,3330,2436,4453,2064,3156,,
16,Lewis,Idaho,ID,3750,8,461,874,2089,671,3533,15,169,23,98,77,31,5,9,6,1125,2749,1013,0,0,248,1474,0,6349,1823,2764,1815,0,0,,
16,Lincoln,Idaho,ID,4545,4,504,1364,2645,459,4377,50,64,18,777,78,38,5,13,9,1204,0,886,0,973,314,0,0,5681,2168,2568,2732,0,1750,,
16,Madison,Idaho,ID,30975,66,4801,11306,17780,1642,30139,124,124,310,1301,80,233,6,545,600,4987,24408,5978,4120,1115,991,10222,4429,38719,3841,6040,35342,1920,7403,,
16,Minidoka,Idaho,ID,19014,25,2529,5723,10610,2358,18482,76,228,114,5191,77,164,6,219,156,5058,15154,4925,4773,3213,1008,5229,3803,32267,5609,8043,11522,2890,5666,,
16,Nez Perce,Idaho,ID,37931,45,4476,8800,22721,5386,34745,190,2124,379,759,78,323,7,952,624,8079,29662,9331,10886,8686,2731,11910,5841,46769,23972,8572,23328,9672,10583,,
16,Oneida,Idaho,ID,4209,4,434,1191,2365,551,4184,4,17,4,101,78,30,6,11,8,1229,3674,1002,0,699,299,0,964,3927,0,1536,1919,0,1069,,
16,Owyhee,Idaho,ID,11073,1,1794,3255,6356,1262,10519,22,321,78,2491,77,89,7,75,52,3776,9401,3255,3676,2945,432,0,1927,14694,5503,2635,8094,1938,2990,,
16,Payette,Idaho,ID,22197,54,2974,6415,12830,2464,21420,22,200,222,2974,77,192,7,303,208,5261,17380,5927,7658,5105,1820,5616,3330,49211,12808,4795,11232,4240,6726,,
16,Power,Idaho,ID,7753,6,1124,2434,4458,768,7443,23,248,39,1969,78,63,5,36,26,2039,5791,2225,1985,1341,442,2264,1202,12777,2838,2194,5280,0,1279,,
16,Shoshone,Idaho,ID,13157,5,2184,2829,7842,2171,12736,13,197,39,303,75,132,8,117,70,3197,10683,3421,4921,3197,1026,4552,2289,28748,10999,2934,11999,2539,4908,,
16,Teton,Idaho,ID,7467,17,672,2345,4697,381,7340,22,45,45,1030,78,60,5,33,23,762,5555,1329,1232,904,396,0,0,10752,0,2472,4734,1366,3383,,
16,Twin Falls,Idaho,ID,69419,36,8816,18951,40610,8191,67267,278,555,625,7775,78,569,6,3031,2092,16799,53522,15133,19090,15897,3957,19090,12079,98228,30544,20409,36653,9649,18604,,
16,Valley,Idaho,ID,8332,2,808,1741,5324,1158,8182,17,58,33,233,77,63,6,47,29,1858,6591,1408,0,1708,383,2166,975,13073,4274,1750,5074,2016,2775,,
16,Washington,Idaho,ID,10098,7,1394,2575,5635,1606,9805,20,81,131,1616,77,87,6,66,43,2797,7644,2928,2878,2222,848,2312,2181,22751,5675,2878,4807,0,2151,,
17,Adams,Illinois,IL,67040,78,7508,16693,38682,9721,63822,2212,134,335,603,78,584,6,2453,2704,19442,51956,17632,17497,14481,5229,15017,15352,117052,38548,9117,34324,6570,15084,,
17,Alexander,Illinois,IL,8927,38,1982,2330,5008,1330,5704,3107,18,45,152,75,94,4,43,46,0,0,0,0,0,89,2705,2955,22076,6874,2384,7151,1125,2160,,
17,Bond,Illinois,IL,18027,47,1947,4146,11357,2145,16531,1280,90,72,288,77,157,7,182,205,0,0,0,0,0,2470,5733,3768,34396,10366,4200,11718,1532,3083,,
17,Boone,Illinois,IL,50483,179,3887,13984,31249,4493,48363,858,252,454,8481,78,406,7,1340,1555,0,0,0,0,8279,2777,11157,14892,89102,22465,9238,22768,3534,10299,,
17,Brown,Illinois,IL,6835,22,793,1217,4757,684,5530,1278,0,21,301,79,53,0,28,31,0,0,0,0,0,0,2153,1989,14073,4067,943,4942,0,1429,,
17,Bureau,Illinois,IL,35330,41,3038,8656,20527,5052,34659,212,71,212,2155,78,292,6,684,725,8515,28617,7773,7066,0,2968,9716,7313,61792,21657,6783,16958,3392,8091,,
17,Calhoun,Illinois,IL,5163,20,444,1131,3062,836,5111,5,15,15,41,77,45,0,15,16,0,0,0,0,0,0,0,1379,14560,2700,1539,2659,0,687,,
17,Carroll,Illinois,IL,16086,36,1576,3619,9282,2670,15748,145,16,80,402,78,141,5,145,154,0,0,2300,0,0,499,4794,4150,34054,10488,3700,10054,2091,2799,,
17,Cass,Illinois,IL,13898,37,1459,3544,8200,1862,13606,153,14,69,2099,77,128,0,104,113,0,0,2182,0,0,876,4767,3794,35843,8533,1960,7783,1334,3044,,
17,Champaign,Illinois,IL,184905,185,23298,46596,119818,15717,145520,20709,555,14607,7026,78,1479,5,18744,26506,41419,131098,35132,39015,37536,10724,53622,35687,240931,110018,23483,90234,16826,34762,,
17,Christian,Illinois,IL,35176,50,3693,8302,21070,4784,33910,879,70,211,387,77,316,7,686,730,0,30287,9005,0,10307,3764,8020,8442,67995,26874,6683,20437,5452,6754,,
17,Clark,Illinois,IL,16976,34,1749,4074,10016,2428,16789,68,17,34,85,77,155,5,159,171,0,0,0,0,0,1833,3752,4227,39469,9184,3921,13581,2054,2682,,
17,Clay,Illinois,IL,14122,30,1666,3375,8092,2118,13924,28,42,99,113,77,123,0,110,116,0,0,0,0,0,0,4194,3079,28823,9193,3107,12314,1342,2274,,
17,Clinton,Illinois,IL,36095,76,2671,8518,22235,4584,34326,1444,72,144,722,77,298,0,722,806,0,0,0,0,0,4151,9529,8374,73995,19491,10107,16062,4765,7363,,
17,Coles,Illinois,IL,51065,100,6741,11336,32682,5924,48767,1226,153,562,919,76,469,6,1478,2018,8783,0,15371,0,9192,4851,12000,12000,98862,33397,6128,40954,5209,10724,,
17,Cook,Illinois,IL,5303683,5608,769034,1437298,3245854,525065,3532253,1400172,21215,291703,1172114,76,46078,6,14895022,16557833,1474424,4073229,1166810,1219847,1134988,376561,1490335,1198632,10718743,2874596,535672,2832167,397776,1134988,,
17,Crawford,Illinois,IL,19898,45,2328,4397,12217,2806,18724,955,60,80,398,77,186,7,224,241,0,0,0,0,0,2726,6407,6129,44830,11163,3999,18008,1632,4258,,
17,Cumberland,Illinois,IL,10973,32,1108,2754,6496,1448,10863,33,22,22,66,77,98,0,66,72,0,0,0,0,0,0,1679,3215,22122,7253,2052,8625,1372,2370,,
17,DeKalb,Illinois,IL,97665,154,9083,24905,63482,7911,88680,4883,195,2735,8204,79,787,7,5205,7371,19924,77546,22951,18849,21096,4883,34183,19826,160366,50493,14357,49907,7813,14650,,
17,De Witt,Illinois,IL,16617,42,1645,4071,9920,2260,16318,116,33,66,249,78,153,6,151,160,0,0,0,0,0,698,4752,3440,35693,11050,3490,9654,2160,2675,,
17,Douglas,Illinois,IL,19950,48,1616,5367,11391,2713,19631,100,40,100,978,77,169,7,212,232,0,0,0,0,3431,1955,5825,4030,37506,11531,4229,11232,2274,4489,,
17,DuPage,Illinois,IL,929113,2785,54818,249931,583483,82691,787888,38094,1858,90124,104990,80,6704,5,458387,500876,201618,664316,161666,181177,175602,48314,266655,172815,1338852,434825,73400,512870,67825,136580,,
17,Edgar,Illinois,IL,19157,31,2222,4329,11437,2778,18640,383,38,57,172,77,177,7,206,219,0,0,0,0,0,1494,4080,5077,36494,13084,4636,20057,2375,3142,,
17,Edwards,Illinois,IL,6784,31,624,1554,3969,1045,6723,14,0,41,34,76,61,0,26,27,0,0,0,0,0,0,0,1927,16723,4240,2469,4165,0,1499,,
17,Effingham,Illinois,IL,34581,72,3078,9441,20161,4150,34166,104,69,138,380,78,295,5,632,711,6328,0,6882,0,6259,3631,7954,7642,52390,18259,9129,25694,2905,8057,,
17,Fayette,Illinois,IL,21713,30,2844,5037,13332,2866,20562,1042,0,43,239,77,202,6,263,288,0,0,3214,0,0,1824,4386,5037,53153,11334,4169,12268,2323,5580,,
17,Ford,Illinois,IL,14157,29,1161,3525,8098,2109,13945,71,0,71,212,77,134,4,109,118,0,0,0,0,0,878,3030,3936,29135,7461,4247,9259,949,2279,,
17,Franklin,Illinois,IL,39723,96,5879,9136,23357,5919,39246,119,79,79,397,74,412,9,881,925,16167,0,8819,0,11798,3456,10725,11917,76308,31262,11957,19742,4965,8699,,
17,Fulton,Illinois,IL,37708,44,4261,8258,22663,5618,35898,1433,113,113,528,77,333,7,804,848,12368,0,7315,0,11539,3469,8070,8711,66479,23304,7165,23718,4261,8333,,
17,Gallatin,Illinois,IL,6152,19,972,1390,3630,923,6103,18,25,0,49,76,61,0,21,22,0,0,0,0,0,0,2621,1353,15891,4288,2086,4073,0,1796,,
17,Greene,Illinois,IL,14581,27,1779,3660,8442,2027,14333,131,29,29,102,77,137,0,116,126,0,0,0,0,0,0,3427,4710,35213,8967,4389,9084,2056,2814,,
17,Grundy,Illinois,IL,43838,104,2674,11091,27837,4165,42654,438,88,263,2718,77,368,5,1042,1174,10214,0,12055,0,11442,2630,13371,11529,80224,26522,6488,18543,3200,10039,,
17,Hamilton,Illinois,IL,8301,19,1013,1934,4790,1270,8193,50,25,17,83,75,71,0,38,39,0,0,0,0,0,0,1436,2382,19873,5802,1752,4209,0,1063,,
17,Hancock,Illinois,IL,19153,24,1877,4405,11128,2950,18942,77,38,38,96,78,159,5,205,217,0,0,0,0,3831,1915,4788,5267,36697,11109,3467,12105,2107,3524,,
17,Hardin,Illinois,IL,4718,26,698,948,2906,750,4581,104,0,28,57,75,50,0,13,13,0,0,0,0,0,0,0,1180,11172,4048,1345,2477,0,2312,,
17,Henderson,Illinois,IL,7972,21,813,1682,4911,1236,7900,24,8,8,72,78,68,0,36,38,0,0,0,0,0,0,2782,1411,21070,4759,1586,7908,981,957,,
17,Henry,Illinois,IL,50591,61,4199,12192,30203,6729,49276,658,51,202,1720,78,410,6,1411,1527,12091,41080,10472,7943,10523,3137,13204,12294,73306,25903,9056,36426,5312,11079,,
17,Iroquois,Illinois,IL,30677,27,3037,7455,17670,4632,29971,307,92,153,1472,77,272,5,517,559,11535,0,7669,0,8313,2485,7608,8528,72275,16075,9970,20339,3467,6135,,
17,Jackson,Illinois,IL,57954,99,11185,12692,38771,5332,47059,7302,174,2492,1681,76,516,6,1914,2815,8345,0,8867,8461,14778,2202,14373,14720,97942,31701,8345,34541,4578,11475,,
17,Jasper,Illinois,IL,10020,20,1012,2495,5872,1373,9960,20,10,20,60,77,83,0,55,60,0,0,0,0,0,0,1713,2465,20832,6503,2395,7565,0,2525,,
17,Jefferson,Illinois,IL,40434,71,5539,9664,24665,5054,36310,3396,40,283,607,77,346,8,904,985,12494,0,13222,0,12292,4893,14031,10351,77431,21996,6267,18195,3841,9785,,
17,Jersey,Illinois,IL,22456,61,1886,5389,13766,2829,21984,225,22,90,202,77,209,0,279,320,0,0,0,0,0,2627,5434,5165,63101,11183,5457,11722,3144,5479,,
17,Jo Daviess,Illinois,IL,22580,38,1716,4945,13300,3703,22309,90,45,45,542,78,169,4,288,297,0,0,0,0,0,1535,6864,3703,35428,12080,4064,13322,2597,3477,,
17,Johnson,Illinois,IL,13169,38,1672,2581,8784,1593,11444,1620,26,40,395,76,122,0,101,110,0,0,0,0,0,0,3740,3292,27102,8586,2305,6887,1765,2779,,
17,Kane,Illinois,IL,482113,926,35676,146562,296499,33748,433420,26998,1928,13981,131617,78,3855,5,117698,137041,129688,392922,108958,98351,86298,26998,149455,102690,725098,269983,52068,288786,40497,82441,,
17,Kankakee,Illinois,IL,107972,160,12201,29476,64567,12093,89185,16412,216,972,6910,75,1097,5,6165,7094,24294,81195,30340,27425,23862,8098,29584,20839,255138,71693,24726,75904,11013,27641,,
17,Kendall,Illinois,IL,79514,248,3260,22025,51207,5407,74425,2465,159,1511,10019,79,574,3,3320,3848,17175,0,14790,0,12484,3737,26240,18686,110047,42301,12404,40473,8349,11927,,
17,Knox,Illinois,IL,53309,74,6770,12208,31719,7943,48298,3838,107,426,2026,78,485,6,1589,1711,12101,40835,11941,13967,13221,5171,13167,11461,102193,35077,4265,38702,5811,12314,,
17,Lake,Illinois,IL,702682,1570,48485,208697,431447,56215,603604,47782,2108,38648,126483,79,5517,5,253071,292625,146861,526309,146158,155293,137726,37242,193940,129293,1127805,368908,61133,421609,53404,115943,,
17,La Salle,Illinois,IL,112604,99,11486,27926,66774,14864,109001,1914,225,788,7207,78,963,6,6921,7512,31417,81300,27138,32768,32655,9234,25561,27025,216312,73530,22408,55964,10585,26237,,
17,Lawrence,Illinois,IL,15930,43,1991,3409,9622,2421,15165,653,0,16,223,76,162,0,144,153,0,0,0,0,0,0,4572,3712,28467,10355,5368,14496,1896,3712,,
17,Lee,Illinois,IL,35669,49,3139,8240,22079,4494,33493,1641,36,285,1427,76,333,6,710,773,8596,0,6527,0,8347,2961,10665,8846,68663,20581,8846,21259,5422,7062,,
17,Livingston,Illinois,IL,39186,38,3801,9718,23512,4937,36678,2116,78,118,1097,78,327,8,838,920,11050,0,11050,0,11795,2390,9170,7680,70378,19632,9209,24099,3644,7171,,
17,Logan,Illinois,IL,30603,50,3213,6977,19066,3825,28094,2112,61,245,551,77,274,6,526,605,0,0,0,0,0,2907,5203,8324,43977,16220,5386,18576,2356,7926,,
17,McDonough,Illinois,IL,31966,54,5083,6873,20682,3612,29409,1375,32,895,575,79,253,4,588,905,5946,0,8503,0,6361,1630,5754,7672,56164,17965,3644,25765,2397,5370,,
17,McHenry,Illinois,IL,303990,504,13680,86637,190298,23407,290310,2736,608,7600,30399,78,2450,5,48073,54366,64142,221913,64750,58062,67790,14896,89677,77517,479088,169626,44079,169322,19455,46510,,
17,McLean,Illinois,IL,159013,134,14947,40866,102563,13039,141999,10336,159,4293,4929,79,1327,5,13715,18492,30849,125938,33234,30212,30849,9700,38958,32280,260940,87139,22580,92864,15583,25919,,
17,Macon,Illinois,IL,110167,190,14873,28093,64778,14652,91218,16084,220,992,1322,77,955,7,6571,7297,28313,82956,26110,26660,32169,9254,25008,23906,145971,70727,13661,83837,9254,26550,,
17,Macoupin,Illinois,IL,49111,57,5058,11688,29172,6826,48129,491,98,147,344,77,435,6,1335,1458,9970,0,14586,0,12965,3732,8791,9773,89333,30105,12622,26225,6237,11787,,
17,Madison,Illinois,IL,264309,365,28017,66077,161493,31453,238407,20880,793,1850,5022,76,2408,6,38071,42604,64227,205632,74007,62377,65284,18766,66077,60262,498487,170215,44404,157792,35946,64227,,
17,Marion,Illinois,IL,40144,70,5460,10076,23163,5660,37776,1606,80,281,401,76,376,6,876,939,10718,0,11361,0,11401,3573,10638,9554,83580,24448,8992,21116,7507,7306,,
17,Marshall,Illinois,IL,13217,34,1044,3066,7772,2035,13019,66,26,40,238,78,114,5,97,103,0,0,1969,0,0,291,3701,3146,29170,7547,3423,8459,0,2194,,
17,Mason,Illinois,IL,15741,29,1732,3778,9240,2298,15568,47,47,47,94,77,147,4,137,147,0,0,0,0,0,1480,4738,4549,30742,10074,3369,7713,2424,3825,,
17,Massac,Illinois,IL,15348,64,2026,3637,8979,2333,14243,936,15,31,169,75,163,0,130,136,0,0,1995,0,0,936,2057,3990,34518,10345,2978,11173,2225,6109,,
17,Menard,Illinois,IL,12738,41,1083,3159,7757,1580,12598,64,25,25,115,77,113,0,89,96,0,0,0,0,0,0,4242,2968,25501,6471,3528,7146,1248,2548,,
17,Mercer,Illinois,IL,16912,30,1471,3991,10130,2402,16726,85,17,34,237,78,142,6,159,167,0,0,0,0,0,1810,2165,2385,33080,8845,4211,8524,1049,3399,,
17,Monroe,Illinois,IL,31040,80,1273,7605,19369,3539,30730,62,62,93,404,79,251,4,528,583,4749,0,5898,0,5898,1428,7791,8846,42680,14030,5339,20952,0,6239,,
17,Montgomery,Illinois,IL,30396,43,3800,6991,18238,4255,28967,1185,61,91,334,77,274,5,516,553,0,0,0,0,6079,2523,6839,7690,46506,20608,6353,26171,6930,5502,,
17,Morgan,Illinois,IL,35722,63,4179,8359,21755,4680,33221,1965,71,214,536,77,322,6,711,808,10216,30900,9538,0,10752,2072,6108,8216,87840,24327,6894,18111,2858,7537,,
17,Moultrie,Illinois,IL,14510,43,1219,3569,8372,2206,14394,44,15,15,87,77,136,0,115,125,0,0,0,0,0,1233,5108,2829,26495,7806,2293,12841,1741,2931,,
17,Ogle,Illinois,IL,54290,72,4343,13844,32845,6406,53041,380,163,271,4126,78,447,5,1597,1758,10858,43758,14767,13084,12704,4289,10478,11727,74866,32140,11238,35343,6080,9772,,
