State_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,White,Black,Native_American,Asian,Hispanic,ALE,All_Death,Unhealthy_Days,Major_Depression,Recent_Drug_Use,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Brst_Cancer,Col_Cancer,CHD,Lung_Cancer,MVA,Stroke,Suicide,Injury
01,Autauga,Alabama,AL,48612,82,10.4,26.9,62.3,9.8,80.7,17.3,0.5,0.6,1.7,74.9,1041.5,7.5,2680,2394,27.8,78.6,24.5,29.1,26.6,14.2,34.1,15.9,172.4,65.3,27.3,73.9,16.6,23
01,Baldwin,Alabama,AL,162586,102,10.2,23.5,60.3,14.5,88.4,9.9,0.5,0.4,2.3,76.6,856.9,6.7,9354,7753,27.2,76.2,23.6,30.5,24.6,7.2,22.5,15.3,156.5,62.1,25.1,48.7,14.3,30.1
01,Barbour,Alabama,AL,28414,32,22.1,24.3,62.5,11.6,52.2,46.8,0.4,0.3,3.1,74.5,1019.4,-1111.1,1618,1403,-1111.1,-1111.1,25.6,-1111.1,17.7,6.6,30.5,23.4,95.3,70.6,26.2,84.5,10.3,29.6
01,Bibb,Alabama,AL,21516,35,16.8,24.6,63.3,10.9,76.8,22.5,0.3,0.1,1.4,73.2,1050.5,-1111.1,1218,1034,-1111.1,86.6,-1111.1,-1111.1,-1111.1,13.1,30.1,17.4,184.7,64.6,35.4,144.6,14.8,30
01,Blount,Alabama,AL,55725,86,11.9,24.5,62.1,12.1,97.1,1.5,0.5,0.2,6.3,76.1,954.2,7.9,3164,2675,33.5,74.6,24.2,-1111.1,23.6,8.4,30.2,16.8,148.2,71.7,27.4,47.3,14.4,24.4
01,Bullock,Alabama,AL,11055,18,26.2,24.7,63.2,10,27.8,71.4,0.4,0.2,5.9,71.9,1107.6,-1111.1,626,565,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,30.4,23,221.4,49.9,52.2,67.8,-1111.1,34.2
01,Butler,Alabama,AL,20766,27,20,25.6,58.5,13.6,57.5,41.9,0.2,0.3,0.9,73,1084.2,6.9,1164,1029,24.5,-1111.1,22,-1111.1,27.3,9.5,20.5,17.8,229,52.5,37.7,84.5,11.9,30.5
01,Calhoun,Alabama,AL,112141,184,16.4,24.1,61.6,12.7,78.3,19.7,0.4,0.8,2,73.1,1100.3,8,6400,5545,29.2,81.9,27,33.2,25.5,11.2,26.4,18.4,189.3,73.5,25.5,79.2,13.6,27.4
01,Chambers,Alabama,AL,35460,59,16.2,24.8,59.5,13.5,60.8,38.6,0.1,0.2,1.2,73.8,1075.6,7.9,2005,1647,34.7,84.6,-1111.1,-1111.1,11.7,17.1,25.3,13.8,110.8,63.1,27.9,97.6,12.8,26.8
01,Cherokee,Alabama,AL,24522,44,15.2,21.9,61.4,15.2,93.3,5.5,0.3,0.3,1.1,75.3,999.3,8.8,1436,1140,-1111.1,-1111.1,-1111.1,-1111.1,23.6,13.3,11,15.3,160.4,54.1,32.7,59,17.7,27
01,Chilton,Alabama,AL,41744,60,14.9,25,62.6,11.3,88.3,10.5,0.3,0.4,3.7,74.1,1040.4,9.7,2355,2009,30.3,82.8,31.2,26.5,30,6,16.2,13.7,188.1,63.6,34.8,70.3,13.3,32.8
01,Choctaw,Alabama,AL,14807,16,18.7,24.9,59.5,13.7,55.7,43.9,0.1,0.1,0.8,74.6,975.7,-1111.1,837,701,-1111.1,-1111.1,-1111.1,-1111.1,17.1,13.5,30.2,21.1,221,65.7,48.2,84.1,9.4,19.1
01,Clarke,Alabama,AL,27269,22,19.2,27.3,58.5,12.4,55.8,43.7,0.2,0.2,0.7,74,982,5.8,1494,1290,31.5,-1111.1,-1111.1,-1111.1,-1111.1,15.8,21.4,25.6,190.2,52.7,49.1,75,8.9,22.4
01,Clay,Alabama,AL,13964,23,14,22.4,60.3,14.9,84.2,15,0.3,0.1,2.1,74.9,950.3,7.1,814,664,-1111.1,-1111.1,-1111.1,-1111.1,23.9,12.2,14.4,12.5,222.8,54.2,31,66.9,11.2,31.9
01,Cleburne,Alabama,AL,14460,26,14,23.3,62.6,12.8,95.3,3.8,0.3,0.2,1.8,75.3,1072.8,8,833,697,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.5,12.7,14.9,148.9,50.1,35.5,47.6,30.1,26.1
01,Coffee,Alabama,AL,45567,67,13.7,24.5,61.1,12.9,77.9,18.5,0.9,1.2,3.2,75.9,923.6,7.1,2590,2179,23.3,-1111.1,25.5,31.3,23,10.3,23.8,17.7,191.7,73.8,18.9,60.7,13.1,19.2
01,Colbert,Alabama,AL,54660,92,14,23,60.9,14,81.9,16.7,0.4,0.3,1.3,75.3,964.4,5.6,3162,2606,30.2,76.9,30.1,-1111.1,21.7,13.6,34.6,25.8,171.1,64.9,27.9,75.2,15.1,27.4
01,Conecuh,Alabama,AL,13257,16,22,25.3,59.3,13.4,55.3,44.1,0.2,0.1,0.9,73,1093.6,7.4,746,635,-1111.1,-1111.1,-1111.1,-1111.1,12.3,8.2,25.9,19.3,189.1,58.4,39.1,79.2,13.2,29.8
01,Coosa,Alabama,AL,11162,17,13.4,23.2,61.2,13.8,67.6,31.6,0.3,0.1,1.5,74.9,909.2,4.9,645,517,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,15,24.3,19.6,180.2,61.4,39.2,52.6,-1111.1,21.7
01,Covington,Alabama,AL,37003,36,17.5,23.4,58.7,15.5,86.1,12.6,0.5,0.3,0.9,74.7,999.7,5.2,2131,1748,28.8,-1111.1,30.2,-1111.1,27.8,12.1,25.6,17.1,172.7,76.1,30.1,79.4,10.7,24.4
01,Crenshaw,Alabama,AL,13727,23,17.6,24.2,58.7,14.9,74.6,24.6,0.4,0.1,0.8,73.7,1058.7,-1111.1,783,651,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,26.7,16.7,152.3,65.9,39.1,61.1,11.2,28.9
01,Cullman,Alabama,AL,79886,108,13.3,23.9,61.3,13.3,97.3,1.2,0.4,0.3,3.1,75.3,1028.7,8.2,4572,3803,29.4,76.2,22.2,35,27.6,10,26.6,16.7,203.6,67.7,28.6,71.1,9.1,24.6
01,Dale,Alabama,AL,48748,87,15.8,27.7,59.4,11.8,75.5,20.9,0.5,1.3,3.2,75.5,987.4,5.8,2655,2280,30.4,79.5,25,-1111.1,29.3,12.1,19.3,20,195.9,72.3,24.5,56.7,10.8,24
01,Dallas,Alabama,AL,44366,45,25,29,57.4,12.1,32.4,66.9,0.1,0.3,0.6,72.1,1136,7,2378,2155,31.5,85.9,36.6,-1111.1,20.4,11.5,26.1,31.5,185.3,65.9,27.7,81.4,8.4,28.1
01,DeKalb,Alabama,AL,67271,86,15.1,25,61.2,12.3,96,1.8,0.8,0.3,8.8,75.1,960.6,7.2,3790,3150,37,80.7,24.3,35.3,19.1,7.8,23.1,13.7,171.9,49.9,30.3,58.6,10.9,26.7
01,Elmore,Alabama,AL,73937,119,12.5,25.1,64,9.8,77.3,20.7,0.4,0.5,1.7,75.2,946.9,5.8,4170,3646,27.7,85,24.8,23,22.6,5.5,34.1,16.9,138.8,63.8,19,60.4,8.5,26.3
01,Escambia,Alabama,AL,38082,40,18.6,24.4,61.4,12.5,64.3,31.7,2.9,0.3,1,73.2,1042.6,7.5,2165,1834,34.3,87.1,33.7,-1111.1,26.1,11.4,32.3,14.4,221.2,67.1,29.1,72,11,25.2
01,Etowah,Alabama,AL,103189,193,15.7,24,60.3,13.9,83.8,14.6,0.3,0.5,2.4,73.5,1091.5,8,5897,4895,34.1,81.4,27.1,38.2,31.5,10.2,27.7,16.2,188.6,71.7,21.8,63.5,15.7,24.6
01,Fayette,Alabama,AL,18228,29,16.1,23.5,60.4,13.6,87.4,11.8,0.2,0.3,0.9,73.9,979.6,10,1049,862,-1111.1,-1111.1,32.7,-1111.1,21.2,12.7,19.2,15.6,157.6,60,36.4,61.4,12,25.7
01,Franklin,Alabama,AL,30737,48,17.4,24.6,60.2,13.7,94.1,4.2,0.4,0.6,10.7,73.6,1091.7,-1111.1,1742,1456,28.9,85.5,-1111.1,-1111.1,-1111.1,7.2,33.3,15.5,173.3,70.1,41.9,87,13.8,30.9
01,Geneva,Alabama,AL,25735,45,17.6,22.9,59.9,15.1,87.8,10.8,0.7,0.2,2,74.7,984.9,6.3,1492,1218,-1111.1,-1111.1,34.5,-1111.1,-1111.1,9.4,22.8,14.6,212,68.3,34.8,63.2,13.3,25.5
01,Greene,Alabama,AL,9661,15,24.9,28,57.9,12,19.9,79.7,0.1,0.2,0.7,72.7,1050.9,-1111.1,524,468,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.1,39.4,16.9,151.1,51.5,41.9,53.2,15,25.9
01,Hale,Alabama,AL,18316,28,20.6,26.8,60.6,10.9,40.3,59.2,0.1,0.2,0.9,72.7,1073,6.9,1011,912,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.2,29.5,21.4,184.8,61.7,40.4,82.7,7,24.7
01,Henry,Alabama,AL,16610,30,16.3,23.7,60.4,13.9,67.6,31.7,0.2,0,2.1,74.5,961.4,5.5,951,789,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8,31.4,17.2,181.8,62.8,31.8,78.7,8.9,15.8
01,Houston,Alabama,AL,94249,162,15.3,25.9,60.2,12.1,72.2,25.9,0.4,0.7,1.6,75.7,905,6.9,5260,4426,32.9,77.7,29.5,34,25,8.8,29,16.8,152.8,61.3,22.9,55.8,7.6,19.1
01,Jackson,Alabama,AL,53650,50,14.5,23.7,61.7,13.1,92.6,3.8,1.6,0.3,1.6,74.5,1027.6,7.4,3076,2497,34,82.3,29.4,29.2,37,6.1,26.4,19.7,187.2,69.3,32.2,63.8,12.5,27.6
01,Jefferson,Alabama,AL,657229,591,14.4,25.2,61.4,11.7,56.8,41.2,0.2,1.1,2.3,73.6,1034.5,6.3,36995,31672,29,79.1,27.1,31.9,23.4,9.7,27.2,22,145.6,59.6,17.3,80.7,11.3,28.8
01,Lamar,Alabama,AL,14962,25,16.1,22.5,60.4,15.1,88.1,11.4,0.2,0.1,1.5,73.9,1044.9,-1111.1,871,700,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.2,23.9,21.6,167.3,64.9,44.7,71.6,13.7,29.8
01,Lauderdale,Alabama,AL,87691,131,15.6,22.9,61.2,14.3,88.9,9.7,0.3,0.4,1.2,76.4,910.9,7.4,5087,4340,25.8,77.1,23.8,34.7,21.1,6.7,25.8,18.5,133.4,60.5,22.3,71.5,12.6,22.2
01,Lawrence,Alabama,AL,34605,50,14.4,24.6,62.7,11.5,79.5,12.1,5.4,0.1,1.4,74.3,1054.1,7.5,1965,1650,31.9,85.2,19.9,-1111.1,28.5,9.2,19.1,14.3,207.7,59.1,35,78,10.9,27
01,Lee,Alabama,AL,123254,202,15.1,25.1,66.5,7.6,74.1,23,0.2,1.8,1.6,75.3,983.4,6.1,6997,7710,25.9,74.9,21.7,24.5,27.1,7.8,29,18,164.7,55.1,19.1,75.1,9.9,17.8
01,Limestone,Alabama,AL,70469,124,11.8,24.1,64.2,10.5,85.1,13.2,0.5,0.5,3.3,75.5,964.4,7.7,4019,3408,30.4,79.5,26,-1111.1,25,8.1,20.5,18.7,167.7,48.2,29.8,62.9,13.4,20.4
01,Lowndes,Alabama,AL,13076,18,23.3,29,58.2,11.3,27.9,71.7,0.1,0.1,0.8,71.7,1075.8,7.7,703,634,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.6,19.9,14.2,112.1,45.4,49.2,62.5,8.2,25.6
01,Macon,Alabama,AL,22810,37,25.8,27,58.6,12.4,15.7,82.8,0.1,0.9,1,71.9,1091.8,5.5,1267,1319,-1111.1,-1111.1,-1111.1,-1111.1,15.7,13.6,25.9,30.8,243.7,57.1,22.8,67.4,11.7,31.6
01,Madison,Alabama,AL,298192,370,10.9,25.5,62.5,10.9,71.7,23.5,0.8,2.1,2.2,76.1,905.8,6.3,16746,14705,22.9,75.6,23.1,24.9,21.3,6.5,30.9,17,114.2,58.2,16.5,60,10.6,20.4
01,Marengo,Alabama,AL,21879,22,20.1,27.8,57.9,12.5,47.1,52.2,0.1,0.3,1.8,74,1034.4,9.3,1193,1055,-1111.1,-1111.1,-1111.1,-1111.1,15.6,11.3,26.5,17.5,175.7,64.9,39.2,84.9,4.8,32.1
01,Marion,Alabama,AL,30154,41,16.8,22.4,60.7,14.8,95,3.9,0.3,0.2,1.5,73.9,999.8,6.4,1758,1393,-1111.1,84.8,30.9,-1111.1,-1111.1,10.1,24.6,17.8,198.9,75.2,40.2,61.7,13.4,40.5
01,Marshall,Alabama,AL,85634,151,15.2,25.7,60.4,12.5,96.6,1.6,0.5,0.4,8.5,73.9,1066.2,8.2,4779,3984,34.8,82.1,27.5,36.8,31.6,7.2,16.6,16.4,151.9,75.9,30.5,84.7,15.7,26.8
01,Mobile,Alabama,AL,401427,326,18.5,27.6,60.3,10.8,62.2,34.5,0.7,1.6,1.3,73.5,1030.7,7,21921,19559,30.8,76.2,26.6,27.2,25.1,6.6,30.1,20.6,186.8,65.3,23.9,60.9,10.9,26.9
01,Monroe,Alabama,AL,23733,23,17.7,27.4,58.4,12.3,57,41,1,0.3,0.8,74.7,957.4,6.5,1299,1132,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.1,21.7,19.5,172.4,56.8,26.2,61.9,12.6,22
01,Montgomery,Alabama,AL,221619,281,18,27.3,60.9,10.3,45.1,52.5,0.2,1.2,1.4,74.6,974,6,12171,11178,28.2,75.6,23.9,27.8,20.7,8.5,28.9,18.6,171.6,59.6,19.1,56.2,10.2,19.4
01,Morgan,Alabama,AL,113740,195,13.2,24.8,62,11.8,85.7,11.8,0.7,0.7,4.6,75.2,968.7,6.9,6428,5407,23.4,74.5,22.5,32.7,28.9,6.7,24.9,20.7,127.1,70.7,16.1,59.5,15.5,22.5
01,Perry,Alabama,AL,11371,16,28.6,31.6,54.2,12.3,30,69.6,0.1,0.1,0.9,73.2,1173.9,-1111.1,592,581,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,29.9,27.7,149,50.3,39.8,110.1,-1111.1,32.7
01,Pickens,Alabama,AL,20178,23,19.3,26.3,57.6,14.1,57.2,42.4,0.1,0.1,0.8,73.5,1040.1,6.6,1121,973,-1111.1,-1111.1,-1111.1,-1111.1,15.2,12.8,17.7,17.1,122.9,55.1,38.6,51.7,9.9,19.8
01,Pike,Alabama,AL,29639,44,20.3,25.4,62,11.4,60.2,36.8,0.6,1,1.6,73.7,1112.5,6.7,1668,1638,24.2,-1111.1,29.1,-1111.1,16.5,11.3,23.5,24.9,173.3,48.4,31.4,67.9,11.9,18.8
01,Randolph,Alabama,AL,22717,39,15.7,25.1,58.5,14.4,76.8,22.1,0.3,0.4,1.3,74.9,1000.4,8.4,1281,1084,35.2,-1111.1,-1111.1,-1111.1,22.1,8.1,30.9,23.7,204.9,51.9,41.6,64.4,17.3,31.4
01,Russell,Alabama,AL,49326,77,18.6,26.3,60.1,12.2,56.1,42.1,0.3,0.6,2.1,72.1,1144.3,7.5,2738,2332,32.8,-1111.1,28.9,-1111.1,22,9.7,29.6,25.9,111.8,75.4,24.2,73.7,12.3,18.8
01,St. Clair,Alabama,AL,72330,114,13.1,24.2,63.7,11,90.3,8.2,0.4,0.3,1.3,74.9,1059.4,8,4123,3497,28.2,79.7,27.6,39,28.5,13,20,19.5,167.4,78.8,23.6,79.7,13.3,24
01,Shelby,Alabama,AL,171465,216,6.9,26.2,65.1,8,88.2,9.4,0.3,1.4,3.1,76.8,923.4,6.1,9515,8223,18.9,78.3,20.8,26.7,21,4.8,25.1,17.8,146.8,52.6,17.8,67.1,8.1,24.9
01,Sumter,Alabama,AL,13819,15,26.4,28.2,57.6,11.5,24.9,74.7,0.1,0.1,1.4,73.5,1022.8,6.6,751,730,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.8,24.3,17.8,147.3,57.1,42.7,67.8,9.9,33.3
01,Talladega,Alabama,AL,80457,109,16.8,24.9,61.7,12,67.5,31.4,0.2,0.4,1.1,73.3,1090.6,8.4,4547,3867,34.1,79.1,32.7,42.2,24.1,10.9,26,20.1,154.1,63.6,29.8,84.3,9.6,26.6
01,Tallapoosa,Alabama,AL,40717,57,16,23.6,59.8,14.6,72.9,26.3,0.2,0.2,0.9,73.9,1046.3,7.4,2338,1906,32.1,79.3,23.2,-1111.1,29.4,5.6,30.8,19.5,177.4,65.7,24.8,71.7,15.1,26.6
01,Tuscaloosa,Alabama,AL,168908,128,16.5,25,63.9,9.9,67.7,30.1,0.2,1.1,1.6,75,1026.2,6.9,9557,9241,27.1,79,25.3,29.7,23.8,7.9,24.7,19.4,161.6,68.2,18.2,70.5,11.9,25
01,Walker,Alabama,AL,70117,88,14.8,23.6,61,13.7,92.5,6.4,0.3,0.2,1.2,72.2,1191.7,9.5,4022,3280,34.9,79.3,30.5,35,33.8,11.5,22.8,18.3,206.2,78.3,41.6,64.2,17.8,32.4
01,Washington,Alabama,AL,17773,16,16.9,27.2,59.4,12,66,26.4,6.7,0.1,0.9,74.6,993.7,-1111.1,976,848,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.5,26.3,16.6,182.9,58.5,34.8,67.3,10.2,23.1
01,Wilcox,Alabama,AL,12937,15,27.9,30.6,56.4,11,27.1,72.6,0.1,0.1,0.8,71.7,1131.2,-1111.1,679,638,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.6,35,22.1,143.1,44.6,50.4,71,-1111.1,22.2
01,Winston,Alabama,AL,24498,40,16.9,22.8,62.2,13.7,98.3,0.6,0.4,0.1,1.9,73.5,1072.3,9.5,1421,1156,-1111.1,-1111.1,28,-1111.1,26.9,8.5,17.5,16.7,197.2,70.9,45.3,58.2,13.7,31.3
02,Aleutians East,Alaska,AK,2713,0,11.7,13.4,83.2,3,33.4,1.9,29.6,33.5,14.8,76.9,620,-1111.1,171,212,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,Aleutians West,Alaska,AK,5382,1,7.3,14,83.3,2.6,48.7,3.8,18.7,26.8,12,76.9,1041.3,-1111.1,338,409,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,189.5,49.1,-1111.1,-1111.1,-1111.1,97.1
02,Anchorage,Alaska,AK,275043,162,8.7,29.9,63.7,5.8,72,6.2,8.5,7.7,6.4,76.9,793.2,-1111.1,14238,20542,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,21.6,15,116.6,56.3,16.4,63.3,15.8,31.7
02,Bethel,Alaska,AK,17127,0,20.9,41.2,53.8,4.6,13.4,0.6,82,1.3,1.1,76.9,1001.7,-1111.1,754,1236,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,40.4,91.2,65.5,19.2,63.4,34.3,98.7
02,Bristol Bay,Alaska,AK,1112,2,8.1,26.5,67.6,5.6,57.6,0.6,41.4,0.3,1,76.9,991.4,-1111.1,60,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,Denali,Alaska,AK,1881,0,6.6,22.4,73,4.4,89.6,1.3,4.7,2.3,2.8,76.9,-1111.1,-1111.1,107,140,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,Dillingham,Alaska,AK,4926,0,18.1,36.8,56.6,6.1,23.5,0.5,71.3,0.5,2.5,76.9,964.5,-1111.1,233,365,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,42.5,116.9,60.9,22.5,97.9,21.8,98.9
02,Fairbanks North Star,Alaska,AK,87560,12,7.8,31.2,63.3,4.9,79.1,5.3,7.8,2.6,5.2,76.9,827.9,-1111.1,4461,6826,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,24.7,17.7,137,56,17.6,55,14.7,35.5
02,Haines,Alaska,AK,2272,1,11.4,21.3,67,10.3,87.5,0.3,9.6,0.7,1.4,76.9,775.1,-1111.1,132,170,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,142.5,61.7,-1111.1,54.3,-1111.1,49.9
02,Juneau,Alaska,AK,30987,11,7.3,26.7,66.2,6.3,75.3,1.1,12.2,5.6,3.6,76.9,742.2,-1111.1,1677,2318,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,20.1,25.7,86.2,45.4,13.7,50.4,9.5,26.7
02,Kenai Peninsula,Alaska,AK,51960,3,9.9,27.4,63.6,8.3,87.5,0.6,7.7,1.3,2.7,76.9,873.3,-1111.1,2789,3933,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,20.1,16.1,164.3,68.1,22.4,58.7,25.2,41
02,Ketchikan Gateway,Alaska,AK,13262,11,8.1,27.5,63.8,7.7,74.1,1,15.8,5.3,2.9,76.9,941,-1111.1,710,972,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,30.8,30.5,166,55.2,11.5,53.2,16.4,46.5
02,Kodiak Island,Alaska,AK,13051,2,8.7,31.5,62.8,5.2,62.1,1.2,15.7,17.5,6.7,76.9,753.5,-1111.1,662,953,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,30.9,30.3,124.8,51.2,13.9,69.4,10.1,50.6
02,Lake and Peninsula,Alaska,AK,1570,0,16.6,34.1,59,6.4,23.4,0,71.5,0.8,1.3,76.9,1318.4,-1111.1,77,125,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,216.8,-1111.1,-1111.1,-1111.1,-1111.1,182.1
02,Matanuska-Susitna,Alaska,AK,76006,3,10.5,29.1,64.2,6.2,88.3,1.1,5.7,1,2.8,76.9,866.8,-1111.1,3994,5911,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,29.6,26,138.9,50.4,25.9,53.6,19.4,38.5
02,Nome,Alaska,AK,9328,0,17.4,37.5,56.6,5.2,20,0.5,75.7,1.1,1.1,76.9,1089,-1111.1,435,693,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,40.8,135.6,80.4,28.6,59.5,63.8,95.5
02,North Slope,Alaska,AK,6924,0,11.6,39.5,55.4,4.5,15.7,1.1,72,7.1,3.9,76.9,1008.7,-1111.1,313,501,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,137.7,101.9,32.6,31.8,35.7,66.7
02,Northwest Arctic,Alaska,AK,7621,0,17,41.7,53.1,5,13.1,0.1,83.6,1,5.6,76.9,1119.9,-1111.1,334,562,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,43.3,120.2,59.6,21.7,85.1,67.4,78
02,Prince of Wales-Outer Ketchikan,Alaska,AK,5660,1,13.8,26.8,64.9,7.9,53.5,0.2,40.9,0.4,2.4,76.9,829.8,-1111.1,306,426,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,151.8,34.1,-1111.1,-1111.1,15.9,45.3
02,Sitka,Alaska,AK,8986,3,7.7,27,62.8,9.5,68.4,0.4,20.1,5.6,3.9,76.9,828,-1111.1,484,682,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,25.3,170.1,49.7,-1111.1,77.3,16.7,44.8
02,Skagway-Hoonah-Angoon,Alaska,AK,3126,0,11.6,22.8,68,8.3,61.2,0.2,35.6,0.1,4.1,-2222.2,674.7,-1111.1,178,238,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,119.1,-1111.1,-1111.1,43,-1111.1,50.7
02,Southeast Fairbanks,Alaska,AK,6614,0,15.7,30.8,61.5,7.2,81.8,2.8,11.5,0.8,3.3,76.9,951.3,-1111.1,340,523,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,151.8,43,33,79.9,33.1,42
02,Valdez-Cordova,Alaska,AK,9899,0,9.1,27.4,65.8,6.2,76.8,0.5,14.6,4.2,2.4,76.9,826.4,-1111.1,532,754,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,146.6,66.7,36.7,44,13.1,58.4
02,Wade Hampton,Alaska,AK,7541,0,25.1,47.2,47.6,4.7,4.7,0,93.4,0.1,0.4,76.9,1078.3,-1111.1,302,559,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,46.3,101.3,83.6,15.9,-1111.1,66.5,74.1
02,Wrangell-Petersburg,Alaska,AK,6245,1,8.9,27,62.2,9.5,75.7,0.2,16.2,2.2,2.7,76.9,865.4,-1111.1,338,470,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,24.1,140.5,61.9,-1111.1,56.8,18,71
02,Yakutat,Alaska,AK,722,0,10.8,22.1,70.2,7.2,57.8,0.1,40.6,0.7,0.8,-2222.2,1261.3,-1111.1,41,54,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,Yukon-Koyukuk,Alaska,AK,6143,0,17.5,32.3,59.4,7.5,26.9,0.1,69.9,0.5,1.3,76.9,1192.1,-1111.1,311,478,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,29.5,169.7,70.8,58.3,74.8,91.3,118.8
04,Apache,Arizona,AZ,69343,6,27.5,36.8,53.5,8.8,22.2,0.6,76.1,0.3,4.6,73.9,943.8,5.3,3344,4052,22.6,64.6,24.6,18.4,14.3,7.5,18.8,11.4,121.8,16.7,85.8,42.1,22.2,45.3
04,Cochise,Arizona,AZ,126106,20,16.3,27.1,56.9,14.4,90.1,4.4,1.3,2.1,30.8,76.8,844,6.9,6938,7031,22.8,72.7,23.8,26,20.2,9.1,22.8,17.6,174.6,47.2,24.9,45.9,18.3,29.9
04,Coconino,Arizona,AZ,123866,7,15.6,29,63.3,7,66.1,1.3,29.9,1.2,11.6,78.5,764.8,5.5,6647,7642,14.8,71,16.5,17.2,19.6,4.2,25.9,13.9,114.8,33.1,30.3,54.9,19.2,32.5
04,Gila,Arizona,AZ,51663,11,17.1,25.4,53.7,18.7,83.5,0.7,14.6,0.6,16.3,75.2,922.9,8.2,2899,2771,32.7,74.2,24.5,34.5,25.6,8.8,33.9,20.5,144.3,51.2,31.5,50.6,21.7,39.2
04,Graham,Arizona,AZ,33073,7,20.5,30.1,57.2,11.1,80.4,2.2,16.3,0.7,27.8,76.8,868.2,6.5,1752,1964,25.8,79.4,23.8,24.9,16.1,10.9,17.5,25.8,149.6,37.1,29.9,54.7,13.9,24.1
04,Greenlee,Arizona,AZ,7521,4,11.2,30,58.8,9.9,96.2,0.8,1.9,0.5,46.4,76.8,909.9,6.1,398,415,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5,27.4,18.3,160.3,37.5,19,58.9,19.9,14.2
04,La Paz,Arizona,AZ,20238,4,17.2,20.6,50.4,26,84.2,1,13.2,0.6,22.8,80.9,766.8,6.1,1202,1068,26.6,83.4,22,-1111.1,18.1,8.3,24.7,14.6,162.3,39.9,54.1,37.6,23,44.2
